"fecha";"demdia";"sab";"dom";"lun";"tem";"tem2";"ret1";"ret2";"ret7";"fest_08_15";"fest_10_12";"fest_10_13";"fest_11_01";"fest_11_02";"fest_12_06";"fest_12_08";"fest_12_26";"fest_01_06";"fest_01_07"
20230226;6.3801;0;1;0;13.52;182.7904;6.4457;6.5468;6.3404;0;0;0;0;0;0;0;0;0;0
20230227;6.5779;0;0;1;9.77;95.4529;6.3801;6.4457;6.4998;0;0;0;0;0;0;0;0;0;0
20230228;6.5876;0;0;0;12.24;149.8176;6.5779;6.3801;6.5221;0;0;0;0;0;0;0;0;0;0
20230301;6.6134;0;0;0;11.71;137.1241;6.5876;6.5779;6.5236;0;0;0;0;0;0;0;0;0;0
20230302;6.6134;0;0;0;12.75;162.5625;6.6134;6.5876;6.5497;0;0;0;0;0;0;0;0;0;0
20230303;6.5889;0;0;0;14.19;201.3561;6.6134;6.6134;6.5468;0;0;0;0;0;0;0;0;0;0
20230304;6.452;1;0;0;14.98;224.4004;6.5889;6.6134;6.4457;0;0;0;0;0;0;0;0;0;0
20230305;6.4036;0;1;0;15.48;239.6304;6.452;6.5889;6.3801;0;0;0;0;0;0;0;0;0;0
20230306;6.5468;0;0;1;16.15;260.8225;6.4036;6.452;6.5779;0;0;0;0;0;0;0;0;0;0
20230307;6.5425;0;0;0;19.03;362.1409;6.5468;6.4036;6.5876;0;0;0;0;0;0;0;0;0;0
20230308;6.5265;0;0;0;22.24;494.6176;6.5425;6.5468;6.6134;0;0;0;0;0;0;0;0;0;0
20230309;6.5162;0;0;0;21.18;448.5924;6.5265;6.5425;6.6134;0;0;0;0;0;0;0;0;0;0
20230310;6.4739;0;0;0;22.69;514.8361;6.5162;6.5265;6.5889;0;0;0;0;0;0;0;0;0;0
20230311;6.3439;1;0;0;24.12;581.7744;6.4739;6.5162;6.452;0;0;0;0;0;0;0;0;0;0
20230312;6.2596;0;1;0;24.55;602.7025;6.3439;6.4739;6.4036;0;0;0;0;0;0;0;0;0;0
20230313;6.4329;0;0;1;24.85;617.5225;6.2596;6.3439;6.5468;0;0;0;0;0;0;0;0;0;0
20230314;6.4505;0;0;0;20.63;425.5969;6.4329;6.2596;6.5425;0;0;0;0;0;0;0;0;0;0
20230315;6.4552;0;0;0;21.74;472.6276;6.4505;6.4329;6.5265;0;0;0;0;0;0;0;0;0;0
20230316;6.4536;0;0;0;23.18;537.3124;6.4552;6.4505;6.5162;0;0;0;0;0;0;0;0;0;0
20230317;6.4505;0;0;0;20.43;417.3849;6.4536;6.4552;6.4739;0;0;0;0;0;0;0;0;0;0
20230318;6.3439;1;0;0;19.83;393.2289;6.4505;6.4536;6.3439;0;0;0;0;0;0;0;0;0;0
20230319;6.2519;0;1;0;19.42;377.1364;6.3439;6.4505;6.2596;0;0;0;0;0;0;0;0;0;0
20230320;6.4036;0;0;1;21.45;460.1025;6.2519;6.3439;6.4329;0;0;0;0;0;0;0;0;0;0
20230321;6.4441;0;0;0;21.47;460.9609;6.4036;6.2519;6.4505;0;0;0;0;0;0;0;0;0;0
20230322;6.4345;0;0;0;22.45;504.0025;6.4441;6.4036;6.4552;0;0;0;0;0;0;0;0;0;0
20230323;6.4345;0;0;0;23.95;573.6025;6.4345;6.4441;6.4536;0;0;0;0;0;0;0;0;0;0
20230324;6.4409;0;0;0;23.21;538.7041;6.4345;6.4345;6.4505;0;0;0;0;0;0;0;0;0;0
20230325;6.319;1;0;0;22.87;523.0369;6.4409;6.4345;6.3439;0;0;0;0;0;0;0;0;0;0
20230326;6.2403;0;1;0;23.67;560.2689;6.319;6.4409;6.2519;0;0;0;0;0;0;0;0;0;0
20230327;6.4052;0;0;1;21.18;448.5924;6.2403;6.319;6.4036;0;0;0;0;0;0;0;0;0;0
20230328;6.4281;0;0;0;23.84;568.3456;6.4052;6.2403;6.4441;0;0;0;0;0;0;0;0;0;0
20230329;6.4167;0;0;0;25.66;658.4356;6.4281;6.4052;6.4345;0;0;0;0;0;0;0;0;0;0
20230330;6.4052;0;0;0;26.57;705.9649;6.4167;6.4281;6.4345;0;0;0;0;0;0;0;0;0;0
20230331;6.3986;0;0;0;25.31;640.5961;6.4052;6.4167;6.4409;0;0;0;0;0;0;0;0;0;0
20230401;6.2841;1;0;0;22.09;487.9681;6.3986;6.4052;6.319;0;0;0;0;0;0;0;0;0;0
20230402;6.1964;0;1;0;20.49;419.8401;6.2841;6.3986;6.2403;0;0;0;0;0;0;0;0;0;0
20230403;6.3544;0;0;1;20.34;413.7156;6.1964;6.2841;6.4052;0;0;0;0;0;0;0;0;0;0
20230404;6.3801;0;0;0;19.92;396.8064;6.3544;6.1964;6.4281;0;0;0;0;0;0;0;0;0;0
20230405;6.363;0;0;0;20.93;438.0649;6.3801;6.3544;6.4167;0;0;0;0;0;0;0;0;0;0
20230406;6.2344;0;0;0;21.78;474.3684;6.363;6.3801;6.4052;0;0;0;0;0;0;0;0;0;0
20230407;6.1377;0;0;0;23.35;545.2225;6.2344;6.363;6.3986;0;0;0;0;0;0;0;0;0;0
20230408;6.1675;1;0;0;25.06;628.0036;6.1377;6.2344;6.2841;0;0;0;0;0;0;0;0;0;0
20230409;6.1247;0;1;0;25.36;643.1296;6.1675;6.1377;6.1964;0;0;0;0;0;0;0;0;0;0
20230410;6.2285;0;0;1;26.12;682.2544;6.1247;6.1675;6.3544;0;0;0;0;0;0;0;0;0;0
20230411;6.3509;0;0;0;24.62;606.1444;6.2285;6.1247;6.3801;0;0;0;0;0;0;0;0;0;0
20230412;6.3919;0;0;0;24.07;579.3649;6.3509;6.2285;6.363;0;0;0;0;0;0;0;0;0;0
20230413;6.3869;0;0;0;20.53;421.4809;6.3919;6.3509;6.2344;0;0;0;0;0;0;0;0;0;0
20230414;6.3936;0;0;0;23.04;530.8416;6.3869;6.3919;6.1377;0;0;0;0;0;0;0;0;0;0
20230415;6.2823;1;0;0;23.63;558.3769;6.3936;6.3869;6.1675;0;0;0;0;0;0;0;0;0;0
20230416;6.1883;0;1;0;22.63;512.1169;6.2823;6.3936;6.1247;0;0;0;0;0;0;0;0;0;0
20230417;6.3526;0;0;1;22.51;506.7001;6.1883;6.2823;6.2285;0;0;0;0;0;0;0;0;0;0
20230418;6.3869;0;0;0;21.98;483.1204;6.3526;6.1883;6.3509;0;0;0;0;0;0;0;0;0;0
20230419;6.3869;0;0;0;23.68;560.7424;6.3869;6.3526;6.3919;0;0;0;0;0;0;0;0;0;0
20230420;6.3902;0;0;0;24.96;623.0016;6.3869;6.3869;6.3869;0;0;0;0;0;0;0;0;0;0
20230421;6.3767;0;0;0;24.64;607.1296;6.3902;6.3869;6.3936;0;0;0;0;0;0;0;0;0;0
20230422;6.2691;1;0;0;22.68;514.3824;6.3767;6.3902;6.2823;0;0;0;0;0;0;0;0;0;0
20230423;6.1821;0;1;0;24.58;604.1764;6.2691;6.3767;6.1883;0;0;0;0;0;0;0;0;0;0
20230424;6.3561;0;0;1;25.09;629.5081;6.1821;6.2691;6.3526;0;0;0;0;0;0;0;0;0;0
20230425;6.3969;0;0;0;28.01;784.5601;6.3561;6.1821;6.3869;0;0;0;0;0;0;0;0;0;0
20230426;6.4069;0;0;0;27.48;755.1504;6.3969;6.3561;6.3869;0;0;0;0;0;0;0;0;0;0
20230427;6.4216;0;0;0;29.05;843.9025;6.4069;6.3969;6.3902;0;0;0;0;0;0;0;0;0;0
20230428;6.4069;0;0;0;28.86;832.8996;6.4216;6.4069;6.3767;0;0;0;0;0;0;0;0;0;0
20230429;6.286;1;0;0;27.24;742.0176;6.4069;6.4216;6.2691;0;0;0;0;0;0;0;0;0;0
20230430;6.1862;0;1;0;25.27;638.5729;6.286;6.4069;6.1821;0;0;0;0;0;0;0;0;0;0
20230501;6.1463;0;0;1;25.36;643.1296;6.1862;6.286;6.3561;0;0;0;0;0;0;0;0;0;0
20230502;6.3439;0;0;0;27.56;759.5536;6.1463;6.1862;6.3969;0;0;0;0;0;0;0;0;0;0
20230503;6.3969;0;0;0;28.97;839.2609;6.3439;6.1463;6.4069;0;0;0;0;0;0;0;0;0;0
20230504;6.4003;0;0;0;26.59;707.0281;6.3969;6.3439;6.4216;0;0;0;0;0;0;0;0;0;0
20230505;6.3986;0;0;0;26.49;701.7201;6.4003;6.3969;6.4069;0;0;0;0;0;0;0;0;0;0
20230506;6.2766;1;0;0;26.19;685.9161;6.3986;6.4003;6.286;0;0;0;0;0;0;0;0;0;0
20230507;6.2086;0;1;0;25.83;667.1889;6.2766;6.3986;6.1862;0;0;0;0;0;0;0;0;0;0
20230508;6.3784;0;0;1;27.72;768.3984;6.2086;6.2766;6.1463;0;0;0;0;0;0;0;0;0;0
20230509;6.4167;0;0;0;27.4;750.76;6.3784;6.2086;6.3439;0;0;0;0;0;0;0;0;0;0
20230510;6.4036;0;0;0;24.4;595.36;6.4167;6.3784;6.3969;0;0;0;0;0;0;0;0;0;0
20230511;6.3919;0;0;0;22.59;510.3081;6.4036;6.4167;6.4003;0;0;0;0;0;0;0;0;0;0
20230512;6.375;0;0;0;21.37;456.6769;6.3919;6.4036;6.3986;0;0;0;0;0;0;0;0;0;0
20230513;6.2538;1;0;0;21.46;460.5316;6.375;6.3919;6.2766;0;0;0;0;0;0;0;0;0;0
20230514;6.1759;0;1;0;23.32;543.8224;6.2538;6.375;6.2086;0;0;0;0;0;0;0;0;0;0
20230515;6.3404;0;0;1;24.26;588.5476;6.1759;6.2538;6.3784;0;0;0;0;0;0;0;0;0;0
20230516;6.3818;0;0;0;23.52;553.1904;6.3404;6.1759;6.4167;0;0;0;0;0;0;0;0;0;0
20230517;6.3733;0;0;0;22.7;515.29;6.3818;6.3404;6.4036;0;0;0;0;0;0;0;0;0;0
20230518;6.3784;0;0;0;21.74;472.6276;6.3733;6.3818;6.3919;0;0;0;0;0;0;0;0;0;0
20230519;6.3716;0;0;0;22.29;496.8441;6.3784;6.3733;6.375;0;0;0;0;0;0;0;0;0;0
20230520;6.2558;1;0;0;22.12;489.2944;6.3716;6.3784;6.2538;0;0;0;0;0;0;0;0;0;0
20230521;6.18;0;1;0;21.6;466.56;6.2558;6.3716;6.1759;0;0;0;0;0;0;0;0;0;0
20230522;6.3682;0;0;1;22.33;498.6289;6.18;6.2558;6.3404;0;0;0;0;0;0;0;0;0;0
20230523;6.3919;0;0;0;21.92;480.4864;6.3682;6.18;6.3818;0;0;0;0;0;0;0;0;0;0
20230524;6.3852;0;0;0;23.14;535.4596;6.3919;6.3682;6.3733;0;0;0;0;0;0;0;0;0;0
20230525;6.3852;0;0;0;23.79;565.9641;6.3852;6.3919;6.3784;0;0;0;0;0;0;0;0;0;0
20230526;6.3613;0;0;0;23.5;552.25;6.3852;6.3852;6.3716;0;0;0;0;0;0;0;0;0;0
20230527;6.2324;1;0;0;24.54;602.2116;6.3613;6.3852;6.2558;0;0;0;0;0;0;0;0;0;0
20230528;6.1506;0;1;0;23.84;568.3456;6.2324;6.3613;6.18;0;0;0;0;0;0;0;0;0;0
20230529;6.3351;0;0;1;24.9;620.01;6.1506;6.2324;6.3682;0;0;0;0;0;0;0;0;0;0
20230530;6.3767;0;0;0;24.56;603.1936;6.3351;6.1506;6.3919;0;0;0;0;0;0;0;0;0;0
20230531;6.3818;0;0;0;25.95;673.4025;6.3767;6.3351;6.3852;0;0;0;0;0;0;0;0;0;0
20230601;6.4085;0;0;0;25.31;640.5961;6.3818;6.3767;6.3852;0;0;0;0;0;0;0;0;0;0
20230602;6.4036;0;0;0;25.34;642.1156;6.4085;6.3818;6.3613;0;0;0;0;0;0;0;0;0;0
20230603;6.271;1;0;0;25.88;669.7744;6.4036;6.4085;6.2324;0;0;0;0;0;0;0;0;0;0
20230604;6.1944;0;1;0;26.66;710.7556;6.271;6.4036;6.1506;0;0;0;0;0;0;0;0;0;0
20230605;6.3801;0;0;1;27.56;759.5536;6.1944;6.271;6.3351;0;0;0;0;0;0;0;0;0;0
20230606;6.4216;0;0;0;29.54;872.6116;6.3801;6.1944;6.3767;0;0;0;0;0;0;0;0;0;0
20230607;6.452;0;0;0;25.86;668.7396;6.4216;6.3801;6.3818;0;0;0;0;0;0;0;0;0;0
20230608;6.4425;0;0;0;26.65;710.2225;6.452;6.4216;6.4085;0;0;0;0;0;0;0;0;0;0
20230609;6.4216;0;0;0;27.75;770.0625;6.4425;6.452;6.4036;0;0;0;0;0;0;0;0;0;0
20230610;6.2989;1;0;0;28;784;6.4216;6.4425;6.271;0;0;0;0;0;0;0;0;0;0
20230611;6.2324;0;1;0;28.29;800.3241;6.2989;6.4216;6.1944;0;0;0;0;0;0;0;0;0;0
20230612;6.4167;0;0;1;27.96;781.7616;6.2324;6.2989;6.3801;0;0;0;0;0;0;0;0;0;0
20230613;6.4425;0;0;0;27.07;732.7849;6.4167;6.2324;6.4216;0;0;0;0;0;0;0;0;0;0
20230614;6.4505;0;0;0;29.21;853.2241;6.4425;6.4167;6.452;0;0;0;0;0;0;0;0;0;0
20230615;6.4677;0;0;0;30.55;933.3025;6.4505;6.4425;6.4425;0;0;0;0;0;0;0;0;0;0
