fecha;deman1;deman2;deman3;deman4;deman5;deman6;deman7;deman8;deman9;deman10;deman11;deman12;deman13;deman14;deman15;deman16;deman17;deman18;deman19;deman20;deman21;deman22;deman23;deman24
20230704;27287;25666;24566;23946;23646;23893;25745;27787;29312;30298;30946;31342;32057;32661;32576;31816;31619;31723;31629;31837;31926;31792;31191;29096
20230705;27695;26003;24768;24283;24024;24277;25993;28048;29340;30668;31295;31710;32304;32819;32785;32253;32038;32087;31577;31670;31677;31678;30798;28915
20230706;27468;26001;24980;24384;24062;24415;26328;28327;29711;30586;31222;31773;32424;32768;32977;32539;32409;32387;32081;32057;31859;31599;30930;29139
20230707;27691;26148;24999;24322;24058;24394;26175;28180;29577;30479;31131;31464;31979;32382;32488;31954;31576;31350;31307;31212;31219;30531;29832;27929
20230708;26702;25197;23845;23050;22436;22209;22256;22509;23615;24945;25908;26389;26762;27304;27359;26768;26494;26777;27267;27911;28132;28143;27805;26117
20230709;24644;23275;22118;21426;20854;20700;20682;20516;21032;22021;23098;23723;24230;25191;25712;25420;25155;25372;26151;27038;27811;28621;29467;28013
20230710;26059;24415;23235;22723;22563;23008;25243;27631;29705;31203;31957;32652;33449;34296;34570;34106;33982;34220;34289;34504;34475;34439;33545;31280
20230711;29507;27549;26129;25367;24964;25218;27080;29168;31004;32273;33543;34279;35154;35880;36082;35968;36018;36259;35974;35684;35496;35095;34077;31767
20230712;29969;28256;26908;26159;25539;25742;27375;29423;31027;32294;33193;33840;34562;35386;35769;35185;34959;35006;34766;34657;34364;33983;33288;31077
20230713;29489;27706;26396;25630;25194;25295;27132;28830;30529;31775;32711;33138;33771;34446;34582;34225;34145;34139;33955;33996;33766;33630;33016;30985
20230714;29419;27588;26185;25560;25230;25475;27195;29172;30850;32169;33139;33754;34418;35051;34970;34399;34186;34081;34271;34205;33735;32958;31914;29828
20230715;28488;26852;25481;24565;23931;23626;23732;23832;24726;26050;27267;27864;28336;28847;28978;28484;27952;28288;28682;29134;29284;29346;28836;27145
20230716;25776;24341;23051;22085;21658;21376;21313;21009;21492;22359;23330;23985;24492;25404;26007;25677;25485;25749;26383;27165;27720;28760;29548;27899
20230717;26051;24394;23420;22800;22530;23074;25373;27748;29610;31067;31920;32621;33545;34430;34666;34438;34370;34608;34552;34740;34564;34345;33693;31402
20230718;29526;27736;26574;25810;25481;25741;27390;29354;30968;32627;33708;34584;35548;36464;36694;36578;36481;36415;36067;35723;35592;35629;34753;32333
20230719;30521;28554;27030;26298;25858;26116;27893;29720;31527;33057;34215;34890;35921;36832;36976;36674;36571;36659;36121;35996;35655;35666;34885;32646
20230720;30792;29040;27663;26560;25929;26030;27720;29609;31249;32245;33035;34151;34817;35491;35774;35292;35083;34854;34481;34368;34223;34113;33232;31174
20230721;29470;27815;26540;25754;25337;25534;27246;28930;30107;31200;31837;32347;32946;33231;33063;32500;32250;32392;32028;32033;31868;31496;30420;28601
20230722;27560;26029;24691;23851;23235;22864;22939;23111;23931;25425;26532;26939;27294;27958;28014;27503;27078;27245;27615;28244;28639;28939;28492;26821
20230723;25348;23927;22785;21974;21495;21227;21261;21032;21636;22586;23484;24005;24764;25725;26467;26378;26054;26504;26973;27685;28254;29147;29801;28175
20230724;26348;24668;23409;22630;22351;22812;24878;26982;28786;30006;30969;31560;32162;32977;32997;32376;32098;32155;31802;31904;31721;31679;30707;28513
20230725;27028;25405;24307;23636;23316;23521;25019;26328;27276;28195;28879;29010;29410;30052;30049;29562;29351;29549;29568;29917;29944;30151;29608;27671
20230726;26572;25007;23843;23292;23026;23290;25452;27288;28387;29329;30003;30154;30607;31154;31007;30536;30464;30657;30861;31207;31238;31328;30473;28499
20230727;27164;25635;24510;23824;23608;23789;25720;27483;28739;29930;30602;31069;31535;32130;32193;31670;31467;31612;31540;31511;31361;31337;30504;28209
20230728;26975;25536;24469;23839;23582;23713;25617;27347;28388;29503;30196;30537;30986;31513;31392;30734;30640;30846;30887;31200;31089;30836;29836;27912
20230729;26978;25522;24147;23253;22707;22388;22692;22817;23729;25102;26282;26839;27360;27970;28273;27770;27374;27686;28190;28683;28840;29130;28680;27114
20230730;25641;24106;23023;22221;21698;21391;21463;21024;21463;22493;23673;24496;25218;26015;26547;26146;25935;26051;26641;27227;27689;28717;29180;27594
20230731;25787;24167;22985;22310;21993;22305;24363;26375;27771;29045;29857;30290;31014;31622;31825;31405;31305;31441;31531;31694;31481;31562;30729;28391
20230801;26938;25276;24134;23447;23124;23368;25125;26852;28195;29562;30358;30871;31544;32296;32238;31765;31758;31795;31828;31866;32148;32349;31393;29263
20230802;27540;25763;24553;23882;23620;23877;25691;27344;28578;29763;30867;31409;32274;33121;33202;32765;32724;32740;32688;32956;32834;32952;31782;29602
20230803;27863;26187;25006;24325;23917;24002;25758;27342;28636;29739;30253;30543;30743;31136;31019;30302;30130;30367;30572;30785;30487;30578;29433;27342
20230804;25980;24689;23525;22917;22540;22767;24438;25869;26690;27720;28132;28188;28380;28743;28577;27807;27532;27710;28095;28561;28367;28484;27401;25464
20230805;24299;22983;21919;21271;20768;20577;20965;21007;21797;23020;23909;23962;24164;24722;24822;24410;24167;24310;24405;25546;26540;27233;26443;24781
20230806;23355;22084;21177;20452;19932;19788;20004;19707;20112;20973;21783;22257;22701;23580;24079;23691;23465;23743;24328;25314;26079;27038;27091;25529
20230807;24069;22685;21647;20933;20497;20861;22637;24139;25276;26311;27007;27368;28122;28958;29120;28646;28715;29013;29278;29396;29554;30091;29131;27076
20230808;25712;24182;23094;22413;22127;22376;24011;25459;26568;27716;28438;28996;29783;30587;30814;30339;30272;30536;30668;30710;30464;30926;29838;27703
20230809;26102;24674;23735;23081;22756;22863;24380;25787;26751;28129;29076;29815;30715;31667;31952;31644;31580;31718;31762;31648;31582;31976;30922;28793
20230810;27227;25492;24249;23524;23083;23159;24614;26031;27137;28634;29611;30278;31276;32243;32487;32250;32103;32309;32279;32225;31978;32384;31123;28878
20230811;27222;25554;24301;23507;23076;23122;24548;25880;26983;28292;29356;30046;30766;31487;31683;31322;31314;31511;31686;31786;31518;31572;30259;28278
20230812;26844;25291;23924;22966;22377;22096;22383;22517;23160;24527;25774;26336;27065;28024;28273;27999;27850;27911;28390;28807;28936;29706;28613;26836
20230813;25340;23850;22748;21824;21337;21029;21062;20672;20954;21859;22881;23682;24310;25253;26012;25784;25545;25729;26508;26945;27121;28354;27947;26241
20230814;24710;23168;21890;21192;20885;20990;22270;23310;24233;25663;26612;27030;27668;28588;29090;28808;28705;28997;29260;29309;29030;29609;28177;26197
20230815;24918;23523;22301;21475;21033;20870;21212;21153;21243;22174;23224;23776;24438;25309;25890;25724;25556;25963;26292;26673;27033;28174;27716;26118
20230816;24831;23239;22173;21632;21330;21426;22865;24220;25378;26715;27692;28319;28974;29761;30064;29709;29601;29857;30022;30031;29956;30535;29124;27070
20230817;25635;24128;22957;22380;21982;22046;23430;24758;25748;27056;27953;28358;29087;29905;30110;29804;29727;30030;30218;30355;30327;30953;29249;27056
20230818;25669;24143;23012;22289;21949;22083;23439;24776;25742;26890;27867;28330;28932;29709;30171;29594;29640;29972;30236;30382;30425;30903;29220;27192
20230819;25849;24385;23203;22439;21976;21596;21954;22110;22669;24014;25054;25674;26200;27102;27541;27321;27229;27611;28180;28566;28951;29761;28608;26761
20230820;25205;23709;22711;21946;21383;21191;21145;20966;21193;22291;23497;24355;25316;26353;27039;26857;26721;27019;27541;28112;28591;30053;29755;27944
20230821;26299;24635;23412;22570;22258;22492;24399;26318;27670;29211;30480;31408;32360;33530;33897;33585;33617;34017;34078;34085;33981;34667;33109;30448
20230822;28648;26808;25490;24618;24212;24338;25988;27528;28615;30043;31235;31965;32737;33837;34203;33887;33904;34261;34300;34345;34151;34848;33131;30713
20230823;28955;27145;25957;25102;24616;24749;26360;28031;28988;30442;31918;32821;33745;34724;35044;34810;34871;35025;35078;34936;34781;35341;33458;31048
20230824;29386;27609;26176;25369;24934;24893;26436;27998;29091;30466;31932;32866;33886;34909;35268;35204;35143;35284;35163;34973;34654;35302;33517;31195
20230825;29486;27604;26268;25383;24895;24894;26310;27878;28940;30466;31870;32664;33704;34623;34825;34495;34294;34358;34306;34102;33815;34070;32280;30188
20230826;28755;27215;25865;24970;24257;23797;23916;24211;24558;25791;27063;27863;28558;29547;30138;29673;29247;29060;28699;28231;28246;29126;27522;25832
20230827;24357;22971;21925;21251;20885;20658;20741;20611;20571;21440;21738;21965;22099;22779;23086;22373;21901;22195;22873;23657;24476;25923;25328;23913
20230828;22557;21392;20678;20207;20018;20448;22725;24888;25963;26868;27100;27213;27645;28102;28049;27466;27511;27746;28407;28785;29209;30005;27938;25861
20230829;24654;23321;22469;22070;21822;22046;23798;25694;26526;27213;27711;27884;28266;28754;28524;28000;28014;28397;28798;29192;29524;30493;28401;26204
20230830;24900;23600;22699;22199;22024;22275;24251;26241;27019;27910;28437;28771;29207;29618;29206;28426;28083;28473;28779;29047;29581;30415;28350;26319
20230831;24923;23670;22682;22228;21969;22286;24205;26203;26827;27360;28198;28538;28967;29554;29288;28623;28554;29068;29522;30056;30373;30996;28913;26719
20230901;25491;24087;23103;22583;22304;22643;24687;26689;27412;28430;28823;29410;29904;30421;30280;29627;29368;29720;29945;29830;29942;30128;27828;25789
20230902;24737;23578;22450;21752;21302;21097;21439;21995;22548;24102;25158;25604;25891;26269;26006;24657;24111;23920;23852;24200;25256;26212;24372;22765
20230903;21526;20410;19573;19061;18687;18631;19014;19215;19476;20755;22170;22815;23419;24326;24260;22975;22220;22223;22685;23321;24540;25900;24758;23307
20230904;21743;20654;19931;19660;19723;20373;22963;25593;27197;28517;29032;29334;29803;30222;29808;29080;28815;29038;29184;29350;30008;30673;27419;25072
20230905;23697;22764;22025;21715;21489;21904;23941;26414;27727;28694;29236;29673;30059;30470;30028;29256;29141;29411;29558;29846;30528;31215;28712;26415
20230906;25055;23884;22758;22129;21922;22276;24424;26901;28270;29225;29642;29957;30447;30915;30470;29741;29824;30076;30073;30275;31016;31258;28797;26558
20230907;25396;24110;23144;22619;22494;22863;24807;27343;28469;29480;29967;30148;30623;31165;30747;30034;29833;30045;30524;30578;31146;31425;28825;26491
20230908;25153;23866;23013;22517;22318;22554;24446;26697;27674;28374;28840;29229;29496;29828;29335;28505;28454;28739;29064;29353;29996;29997;27418;25595
20230909;24339;23193;22140;21561;21199;20994;21487;22232;22769;24188;25100;25273;25137;25706;25632;24925;24516;24673;25143;25638;26675;27420;25652;23964
20230910;22636;21501;20615;19978;19662;19434;19669;19964;20114;21123;22007;22489;22765;23448;23737;23055;22754;23109;23770;24401;25788;26851;25748;24023
20230911;22740;21463;20708;20436;20391;20777;22922;25508;26589;27429;27767;27744;28084;28616;28410;27806;27765;28000;28201;28411;29754;30070;27703;25458
20230912;24102;22874;22102;21738;21586;22064;24381;27147;28491;29244;29447;29653;30213;30348;29887;29371;29387;29658;29597;29758;31032;31025;28218;25805
20230913;24418;23339;22567;22210;22098;22429;24664;27637;28811;29055;29260;29423;29580;29695;29213;28697;28652;29301;29630;29888;31136;31072;28130;25733
20230914;24363;23260;22471;22175;21993;22328;24638;27501;28670;29325;29584;29770;30287;30613;30266;29672;29643;30002;30156;30482;31481;31332;28662;26307
20230915;25060;23928;23062;22707;22521;22887;24927;27760;29007;29675;29879;30145;30284;30467;29741;28957;28532;28572;28419;28556;29754;29579;26832;24906
20230916;23775;22595;21572;20960;20579;20391;20702;21644;22286;23559;24609;24846;24897;25118;24892;23948;23419;23598;24085;24703;26296;26733;24868;23260
20230917;21996;20815;19920;19311;19017;18820;19113;19494;19670;20674;21845;22583;23102;23937;23704;22436;21906;21931;22555;23442;25642;26380;24724;22888
20230918;21480;20435;19623;19440;19398;20065;22739;26127;27538;27856;27879;27776;27913;28227;27921;27451;27364;27792;27747;28316;30101;30135;27244;24795
20230919;23252;22173;21648;21173;21159;21515;23792;26979;28223;28351;28569;28495;28756;28908;28417;27906;27637;27903;27902;28405;30279;30183;27337;25002
20230920;23404;22262;21665;21235;21065;21483;23909;27041;28082;27461;27693;27733;27931;27973;27544;26925;26915;27556;28312;28876;30546;29922;26820;24530
20230921;23089;22092;21239;20947;20818;21286;23453;26573;27664;27890;27772;27782;28145;28540;28117;27414;27248;27741;27752;28163;30030;29658;26711;24433
20230922;23261;22201;21444;21152;21092;21515;23770;26867;27720;27669;27126;26880;26758;26658;25910;25192;25177;25627;26215;27035;28773;28572;25877;23738
20230923;22562;21405;20613;20155;19816;19582;20004;21045;21622;22516;22840;22673;22493;22642;22423;21310;21081;21717;22538;23475;25196;25600;23724;22030
20230924;20778;19663;18853;18312;18020;18015;18373;18852;18990;19897;20699;20786;20835;21233;21075;20226;19927;20646;21688;22850;25042;25572;24045;22211
20230925;20819;19852;19300;18994;19035;19716;22256;25403;26386;26552;26508;26476;26585;26867;26596;26092;26145;26598;27402;28271;30121;29716;26797;24361
20230926;22990;21808;21154;20853;20934;21401;23698;26692;27782;27810;27437;27409;27532;27784;27407;26987;27198;28135;28616;29381;31116;30476;27378;24954
20230927;23517;22312;21570;21271;21086;21567;23844;27045;28306;28206;28174;28239;28208;28314;27984;27732;27876;28479;28981;29575;31324;30521;27448;24898
20230928;23465;22362;21769;21322;21256;21708;24059;27255;28266;28275;28051;28338;28508;28686;28486;27904;28042;28865;29470;30128;31504;30624;27665;25257
20230929;23938;22766;22046;21634;21469;21839;24076;27165;28179;28340;28449;28450;28571;28682;28316;27969;27954;28536;28887;29287;30567;29579;26832;24890
20230930;23617;22445;21533;20962;20558;20321;20740;21716;22421;23598;24393;24497;24526;24893;24712;23893;23792;24239;25014;25658;27091;26876;24891;23136
20231001;21827;20683;19855;19346;19036;18880;19172;19740;19826;20741;21576;21951;22135;22853;22888;22174;22030;22709;23570;24316;26282;26339;24687;23057
20231002;21725;20702;20080;19711;19762;20402;23105;26485;27877;28069;28034;27933;28325;28636;28359;28303;28509;29111;29464;30180;31717;30691;27525;25010
20231003;23644;22508;21780;21397;21300;21675;23880;27032;28259;28504;28368;28478;28724;29012;28763;28354;28828;29650;29562;30318;31961;30787;27630;25202
20231004;23722;22612;21825;21459;21409;21738;23947;27290;28608;28723;28626;28761;29033;29409;28981;28568;28660;29174;29509;30209;31746;30649;27716;25313
20231005;23995;22814;22008;21637;21507;21901;24088;27481;28747;28593;28416;28429;28539;28755;28366;28207;28444;29007;29480;30405;31863;30828;27968;25557
20231006;24235;23126;22226;21877;21760;22201;24481;27898;29105;29051;28742;28600;29048;29161;28751;28288;28556;29163;29614;30269;31235;29975;27491;25348
20231007;24199;22974;22002;21456;21062;20727;21163;22188;22896;23988;24526;24362;24518;24860;24520;23687;23628;24173;25006;25885;27238;26814;24929;23275
20231008;22093;21015;20148;19587;19211;19163;19487;20071;20196;20911;21570;21674;21819;22433;22545;21789;22064;22468;23330;24569;26440;26237;24908;23352
20231009;21930;20843;20115;19842;19838;20330;22846;26005;27383;27238;26971;27134;27271;27513;27203;26687;27162;27900;28154;28970;30548;29403;26619;25010
