Full_car_name;Fuel_type;Total_consumption;Power_(HP);Displacement_(ccm);Vehicle_tax_/_year_(may_vary_due_to_WLTP_conversion);CO2_efficiency_class;Engine_type;Maximum_output_in_kW_(system_output);Maximum_output_in_PS_(system_output);Torque_(system_performance);Number_of_gears;Number_of_cylinders_(combustion_engine);Number_of_valves_(combustion_engine);Displacement_(combustion_engine);Maximum_power_at_rpm._(Combustion_engine);Maximum_torque_at_rpm._(Combustion_engine);Length_(mm);Width_(mm);Height_(mm);Luggage__volume_normal;Curb_weight_(kg);Gross_weight_(kg);Payload_(kg);Body_type;Number_of_doors;Number_of_seats_normal;Acceleration_(s);Top_speed_(km/h);CO2_emissions_(NEFZ);Gas_tank_size
BMW_318Ci_Cabrio_Edition_Sport_Automatic;Super Plus;8.4;143;1995;135 Euro;F;Otto;105;143;200;5;4;4;1995;6000;3750;4488;1757;1372;300;1615;1960;345;Cabrio;2;4;11.3 ;206;203;63.0 
BMW_320Ci_Cabrio_;Super Plus;9.4;170;2171;148 Euro;G;Otto;125;170;210;5;6;4;2171;6250;3500;4488;1757;1372;300;1615;1960;345;Cabrio;2;4;9.1 ;222;225;63.0 
BMW_320Ci_Cabrio_Automatic;Super Plus;9.8;170;2171;148 Euro;G;Otto;125;170;210;5;6;4;2171;6250;3500;4488;1757;1372;300;1650;1995;345;Cabrio;2;4;10.2 ;219;236;63.0 
BMW_320Ci_Cabrio_Edition_Exclusive;Super Plus;9.4;170;2171;148 Euro;G;Otto;125;170;210;5;6;4;2171;6250;3500;4488;1757;1372;300;1615;1960;345;Cabrio;2;4;9.1 ;222;225;63.0 
BMW_320Ci_Cabrio_Edition_Exclusive_Automatic;Super Plus;9.8;170;2171;148 Euro;G;Otto;125;170;210;5;6;4;2171;6250;3500;4488;1757;1372;300;1650;1995;345;Cabrio;2;4;10.2 ;219;236;63.0 
BMW_320Ci_Cabrio_Edition_Sport;Super Plus;9.4;170;2171;148 Euro;G;Otto;125;170;210;5;6;4;2171;6250;3500;4488;1757;1372;300;1615;1960;345;Cabrio;2;4;9.1 ;222;225;63.0 
BMW_320Ci_Cabrio_Edition_Sport_Automatic;Super Plus;9.8;170;2171;148 Euro;G;Otto;125;170;210;5;6;4;2171;6250;3500;4488;1757;1372;300;1650;1995;345;Cabrio;2;4;10.2 ;219;236;63.0 
BMW_325Ci_Cabrio_;Super Plus;9.6;192;2494;168 Euro;G;Otto;141;192;245;5;6;4;2494;6000;3500;4488;1757;1372;300;1640;1985;345;Cabrio;2;4;8.0 ;234;230;63.0 
BMW_325Ci_Cabrio_SMG;Super Plus;9.6;192;2494;168 Euro;G;Otto;141;192;245;6;6;4;2494;6000;3500;4488;1757;1372;300;1640;1985;345;Cabrio;2;4;8.0 ;234;230;63.0 
BMW_325Ci_Cabrio_Automatic;Super Plus;9.9;192;2494;168 Euro;G;Otto;141;192;245;5;6;4;2494;6000;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;9.1 ;230;239;63.0 
BMW_325Ci_Cabrio_Edition_Exclusive;Super Plus;9.6;192;2494;168 Euro;G;Otto;141;192;245;5;6;4;2494;6000;3500;4488;1757;1372;300;1640;1985;345;Cabrio;2;4;8.0 ;234;230;63.0 
BMW_325Ci_Cabrio_Edition_Exclusive_SMG;Super Plus;9.6;192;2494;168 Euro;G;Otto;141;192;245;6;6;4;2494;6000;3500;4488;1757;1372;300;1640;1985;345;Cabrio;2;4;8.0 ;234;230;63.0 
BMW_325Ci_Cabrio_Edition_Exclusive_Automatic;Super Plus;9.9;192;2494;168 Euro;G;Otto;141;192;245;5;6;4;2494;6000;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;9.1 ;230;239;63.0 
BMW_325Ci_Cabrio_Edition_Sport;Super Plus;9.6;192;2494;168 Euro;G;Otto;141;192;245;5;6;4;2494;6000;3500;4488;1757;1372;300;1640;1985;345;Cabrio;2;4;8.0 ;234;230;63.0 
BMW_325Ci_Cabrio_Edition_Sport_SMG;Super Plus;9.6;192;2494;168 Euro;G;Otto;141;192;245;6;6;4;2494;6000;3500;4488;1757;1372;300;1640;1985;345;Cabrio;2;4;8.0 ;234;230;63.0 
BMW_325Ci_Cabrio_Edition_Sport_Automatic;Super Plus;9.9;192;2494;168 Euro;G;Otto;141;192;245;5;6;4;2494;6000;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;9.1 ;230;239;63.0 
BMW_330Ci_Cabrio_;Super Plus;9.6;231;2979;202 Euro;G;Otto;170;231;300;6;6;4;2979;5900;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;6.9 ;247;229;63.0 
BMW_330Ci_Cabrio_SMG;Super Plus;9.6;231;2979;202 Euro;G;Otto;170;231;300;6;6;4;2979;5900;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;6.9 ;247;229;63.0 
BMW_330Ci_Cabrio_Automatic;Super Plus;10.2;231;2979;202 Euro;G;Otto;170;231;300;5;6;4;2979;5900;3500;4488;1757;1372;300;1705;2050;345;Cabrio;2;4;7.5 ;240;244;63.0 
BMW_330Ci_Cabrio_Edition_Exclusive;Super Plus;9.6;231;2979;202 Euro;G;Otto;170;231;300;6;6;4;2979;5900;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;6.9 ;247;229;63.0 
BMW_330Ci_Cabrio_Edition_Exclusive_SMG;Super Plus;9.6;231;2979;202 Euro;G;Otto;170;231;300;6;6;4;2979;5900;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;6.9 ;247;229;63.0 
BMW_330Ci_Cabrio_Edition_Exclusive_Automatic;Super Plus;10.2;231;2979;202 Euro;G;Otto;170;231;300;5;6;4;2979;5900;3500;4488;1757;1372;300;1705;2050;345;Cabrio;2;4;7.5 ;240;244;63.0 
BMW_330Ci_Cabrio_Edition_Sport;Super Plus;9.6;231;2979;202 Euro;G;Otto;170;231;300;6;6;4;2979;5900;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;6.9 ;247;229;63.0 
BMW_330Ci_Cabrio_Edition_Sport_SMG;Super Plus;9.6;231;2979;202 Euro;G;Otto;170;231;300;6;6;4;2979;5900;3500;4488;1757;1372;300;1675;2020;345;Cabrio;2;4;6.9 ;247;229;63.0 
BMW_330Ci_Cabrio_Edition_Sport_Automatic;Super Plus;10.2;231;2979;202 Euro;G;Otto;170;231;300;5;6;4;2979;5900;3500;4488;1757;1372;300;1705;2050;345;Cabrio;2;4;7.5 ;240;244;63.0 
BMW_320Cd_Cabrio_;Diesel;6.3;150;1995;308 Euro;C;Diesel;110;150;330;6;4;4;1995;4000;2000;4488;1757;1372;300;1680;2025;345;Cabrio;2;4;9.7 ;211;167;63.0 
BMW_320Cd_Cabrio_Edition_Exclusive;Diesel;6.3;150;1995;308 Euro;C;Diesel;110;150;330;6;4;4;1995;4000;2000;4488;1757;1372;300;1680;2025;345;Cabrio;2;4;9.7 ;211;167;63.0 
BMW_320Cd_Cabrio_Edition_Sport;Diesel;6.3;150;1995;308 Euro;C;Diesel;110;150;330;6;4;4;1995;4000;2000;4488;1757;1372;300;1680;2025;345;Cabrio;2;4;9.7 ;211;167;63.0 
BMW_330Cd_Cabrio_;Diesel;7.0;204;2993;463 Euro;D;Diesel;150;204;410;6;6;4;2993;4000;1500;4488;1757;1372;300;1775;2120;345;Cabrio;2;4;7.8 ;234;187;63.0 
BMW_330Cd_Cabrio_Edition_Exclusive;Diesel;7.0;204;2993;463 Euro;D;Diesel;150;204;410;6;6;4;2993;4000;1500;4488;1757;1372;300;1775;2120;345;Cabrio;2;4;7.8 ;234;187;63.0 
BMW_330Cd_Cabrio_Edition_Sport;Diesel;7.0;204;2993;463 Euro;D;Diesel;150;204;410;6;6;4;2993;4000;1500;4488;1757;1372;300;1775;2120;345;Cabrio;2;4;7.8 ;234;187;63.0 
BMW_M3_Cabrio_SMG;Super Plus;13.6;343;3246;222 Euro;G;Otto;252;343;365;6;6;4;3246;7900;4900;4492;1780;1372;300;1730;2100;370;Cabrio;2;4;5.5 ;250;328;63.0 
BMW_323Ci_Coupé_;Super;9.0;170;2494;127 Euro;G;Otto;125;170;245;5;6;4;2494;5500;3500;4488;1757;1369;410;1445;1870;425;Coupe;2;5;8.0 ;233;215;63.0 
BMW_323Ci_Coupé_Automatic;Super;10.0;170;2494;127 Euro;G;Otto;125;170;245;5;6;4;2494;5500;3500;4488;1757;1369;410;1485;1910;425;Coupe;2;5;9.0 ;230;239;63.0 
BMW_328Ci_Coupé_;Super;9.1;193;2793;143 Euro;G;Otto;142;193;280;5;6;4;2793;5500;3500;4488;1757;1369;410;1470;1895;425;Coupe;2;5;7.0 ;242;216;63.0 
BMW_328Ci_Coupé_Automatic;Super;10.1;193;2793;143 Euro;G;Otto;142;193;280;5;6;4;2793;5500;3500;4488;1757;1369;410;1505;1930;425;Coupe;2;5;8.1 ;237;241;63.0 
BMW_323Ci_Cabrio_;Super;9.7;170;2494;127 Euro;G;Otto;125;170;245;5;6;4;2494;5500;3500;4488;1757;1372;300;1615;1960;345;Cabrio;2;4;8.6 ;225;232;63.0 
BMW_323Ci_Cabrio_Automatic;Super;10.6;170;2494;127 Euro;G;Otto;125;170;245;5;6;4;2494;5500;3500;4488;1757;1372;300;1655;2000;345;Cabrio;2;4;9.7 ;220;254;63.0 
BMW_325i_xDrive;Super Plus;7.9;218;2996;198 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4531;1817;1421;460;1615;2060;445;Stufenheck;4;5;7.3 ;244;189;63.0 
BMW_325i_xDrive_Automatic;Super Plus;7.9;218;2996;198 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4531;1817;1421;460;1635;2080;445;Stufenheck;4;5;7.7 ;242;189;63.0 
BMW_325i_Edition_Lifestyle_xDrive;Super Plus;8.1;218;2996;196 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4531;1817;1421;460;1615;2060;445;Stufenheck;4;5;7.3 ;244;188;63.0 
BMW_325i_Edition_Lifestyle_xDrive_Automatic;Super Plus;8.2;218;2996;204 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4531;1817;1421;460;1635;2080;445;Stufenheck;4;5;7.7 ;242;192;63.0 
BMW_325i_Edition_Exclusive_xDrive;Super Plus;8.1;218;2996;196 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4531;1817;1421;460;1615;2060;445;Stufenheck;4;5;7.3 ;244;188;63.0 
BMW_325i_Edition_Exclusive_xDrive_Automatic;Super Plus;8.2;218;2996;204 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4531;1817;1421;460;1635;2080;445;Stufenheck;4;5;7.7 ;242;192;63.0 
BMW_325i_Edition_Sport_xDrive;Super Plus;8.1;218;2996;196 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4531;1817;1421;460;1615;2060;445;Stufenheck;4;5;7.3 ;244;188;63.0 
BMW_325i_Edition_Sport_xDrive_Automatic;Super Plus;8.2;218;2996;204 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4531;1817;1421;460;1635;2080;445;Stufenheck;4;5;7.7 ;242;192;63.0 
BMW_330i_xDrive;Super Plus;8.0;272;2996;206 Euro;E;Otto;200;272;320;6;6;4;2996;6700;2750;4531;1817;1421;460;1655;2100;445;Stufenheck;4;5;6.2 ;250;193;63.0 
BMW_330i_xDrive_Automatic;Super Plus;8.0;272;2996;206 Euro;E;Otto;200;272;320;6;6;4;2996;6700;2750;4531;1817;1421;460;1670;2115;445;Stufenheck;4;5;6.4 ;250;193;63.0 
BMW_330i_Edition_Lifestyle_xDrive;Super Plus;8.2;272;2996;202 Euro;E;Otto;200;272;320;6;6;4;2996;6700;2750;4531;1817;1421;460;1650;2100;450;Stufenheck;4;5;6.2 ;250;191;63.0 
BMW_330i_Edition_Lifestyle_xDrive_Automatic;Super Plus;8.3;272;2996;206 Euro;E;Otto;200;272;320;6;6;4;2996;6700;2750;4531;1817;1421;460;1665;2115;450;Stufenheck;4;5;6.4 ;250;193;63.0 
BMW_330i_Edition_Exclusive_xDrive;Super Plus;8.2;272;2996;202 Euro;E;Otto;200;272;320;6;6;4;2996;6700;2750;4531;1817;1421;460;1650;2100;450;Stufenheck;4;5;6.2 ;250;191;63.0 
BMW_330i_Edition_Exclusive_xDrive_Automatic;Super Plus;8.3;272;2996;206 Euro;E;Otto;200;272;320;6;6;4;2996;6700;2750;4531;1817;1421;460;1665;2115;450;Stufenheck;4;5;6.4 ;250;193;63.0 
BMW_330i_Edition_Sport_xDrive;Super Plus;8.2;272;2996;202 Euro;E;Otto;200;272;320;6;6;4;2996;6700;2750;4531;1817;1421;460;1650;2100;450;Stufenheck;4;5;6.2 ;250;191;63.0 
BMW_330i_Edition_Sport_xDrive_Automatic;Super Plus;8.3;272;2996;206 Euro;E;Otto;200;272;320;6;6;4;2996;6700;2750;4531;1817;1421;460;1665;2115;450;Stufenheck;4;5;6.4 ;250;193;63.0 
BMW_335i_;Super Plus;9.1;306;2979;256 Euro;G;Otto;225;306;400;6;6;4;2979;5800;1300;4531;1817;1421;450;1610;2055;445;Stufenheck;4;5;5.6 ;250;218;63.0 
BMW_335i_Automatic;Super Plus;9.2;306;2979;262 Euro;G;Otto;225;306;400;6;6;4;2979;5800;1300;4531;1817;1421;450;1625;2070;445;Stufenheck;4;5;5.8 ;250;221;63.0 
BMW_335i_xDrive;Super Plus;9.7;306;2979;284 Euro;G;Otto;225;306;400;6;6;4;2979;5800;1300;4531;1817;1421;450;1720;2165;445;Stufenheck;4;5;5.5 ;250;232;63.0 
BMW_335i_xDrive_Automatic;Super Plus;9.7;306;2979;284 Euro;G;Otto;225;306;400;6;6;4;2979;5800;1300;4531;1817;1421;450;1735;2180;445;Stufenheck;4;5;5.6 ;250;232;63.0 
BMW_335i_Edition_Lifestyle;Super Plus;8.4;306;2979;212 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1610;2055;445;Stufenheck;4;5;5.6 ;250;196;63.0 
BMW_335i_Edition_Lifestyle_Automatic;Super Plus;8.7;306;2979;224 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1625;2070;445;Stufenheck;4;5;5.8 ;250;202;63.0 
BMW_335i_Edition_Lifestyle_xDrive;Super Plus;8.8;306;2979;230 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1690;2135;445;Stufenheck;4;5;5.4 ;250;205;63.0 
BMW_335i_Edition_Lifestyle_xDrive_Automatic;Super Plus;9.1;306;2979;244 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1705;2150;445;Stufenheck;4;5;5.5 ;250;212;63.0 
BMW_335i_Edition_Exclusive;Super Plus;8.4;306;2979;212 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1610;2055;445;Stufenheck;4;5;5.6 ;250;196;63.0 
BMW_335i_Edition_Exclusive_Automatic;Super Plus;8.7;306;2979;224 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1625;2070;445;Stufenheck;4;5;5.8 ;250;202;63.0 
BMW_335i_Edition_Exclusive_xDrive;Super Plus;8.8;306;2979;230 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1690;2135;445;Stufenheck;4;5;5.4 ;250;205;63.0 
BMW_335i_Edition_Exclusive_xDrive_Automatic;Super Plus;9.1;306;2979;244 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1705;2150;445;Stufenheck;4;5;5.5 ;250;212;63.0 
BMW_335i_Edition_Sport;Super Plus;8.4;306;2979;212 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1610;2055;445;Stufenheck;4;5;5.6 ;250;196;63.0 
BMW_335i_Edition_Sport_Automatic;Super Plus;8.7;306;2979;224 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1625;2070;445;Stufenheck;4;5;5.8 ;250;202;63.0 
BMW_335i_Edition_Sport_xDrive;Super Plus;8.8;306;2979;230 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1690;2135;445;Stufenheck;4;5;5.4 ;250;205;63.0 
BMW_335i_Edition_Sport_xDrive_Automatic;Super Plus;9.1;306;2979;244 Euro;F;Otto;225;306;400;6;6;4;2979;5800;1200;4531;1817;1421;450;1705;2150;445;Stufenheck;4;5;5.5 ;250;212;63.0 
BMW_316d_;Diesel;4.5;115;1995;190 Euro;A;Diesel;85;115;260;6;4;4;1995;4000;1750;4531;1817;1421;460;1475;1920;445;Stufenheck;4;5;10.9 ;202;118;61.0 
BMW_316d_Edition_Lifestyle;Diesel;4.5;115;1995;190 Euro;A;Diesel;85;115;260;6;4;4;1995;4000;1750;4531;1817;1421;460;1475;1920;445;Stufenheck;4;5;10.9 ;202;118;61.0 
BMW_316d_Edition_Exclusive;Diesel;4.5;115;1995;190 Euro;A;Diesel;85;115;260;6;4;4;1995;4000;1750;4531;1817;1421;460;1475;1920;445;Stufenheck;4;5;10.9 ;202;118;61.0 
BMW_316d_Edition_Sport;Diesel;4.5;115;1995;190 Euro;A;Diesel;85;115;260;6;4;4;1995;4000;1750;4531;1817;1421;460;1475;1920;445;Stufenheck;4;5;10.9 ;202;118;61.0 
BMW_320d_EfficientDynamics_Edition_;Diesel;4.1;163;1995;190 Euro;A;Diesel;120;163;380;6;4;4;1995;3250;1900;4531;1817;1406;460;1495;1940;445;Stufenheck;4;5;8.0 ;228;109;61.0 
BMW_320d_xDrive;Diesel;5.4;177;1995;236 Euro;B;Diesel;130;177;350;6;4;4;1995;4000;1750;4531;1817;1421;460;1600;2045;445;Stufenheck;4;5;8.2 ;224;143;61.0 
BMW_320d_xDrive_Automatic;Diesel;5.9;177;1995;262 Euro;C;Diesel;130;177;350;6;4;4;1995;4000;1750;4531;1817;1421;460;1615;2060;445;Stufenheck;4;5;8.3 ;222;156;61.0 
BMW_320d_Edition_Lifestyle_xDrive;Diesel;5.2;184;1995;224 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1600;2045;445;Stufenheck;4;5;7.9 ;230;137;61.0 
BMW_320d_Edition_Lifestyle_xDrive_Automatic;Diesel;5.7;184;1995;250 Euro;C;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1615;2060;445;Stufenheck;4;5;8.0 ;228;150;61.0 
BMW_320d_Edition_Exclusive_xDrive;Diesel;5.2;184;1995;224 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1600;2045;445;Stufenheck;4;5;7.9 ;230;137;61.0 
BMW_320d_Edition_Exclusive_xDrive_Automatic;Diesel;5.7;184;1995;250 Euro;C;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1615;2060;445;Stufenheck;4;5;8.0 ;228;150;61.0 
BMW_320d_Edition_Sport_xDrive;Diesel;5.2;184;1995;224 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1600;2045;445;Stufenheck;4;5;7.9 ;230;137;61.0 
BMW_320d_Edition_Sport_xDrive_Automatic;Diesel;5.7;184;1995;250 Euro;C;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1615;2060;445;Stufenheck;4;5;8.0 ;228;150;61.0 
BMW_320d_BluePerformance_;Diesel;4.7;184;1995;200 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1495;1940;445;Stufenheck;4;5;7.5 ;235;125;61.0 
BMW_320d_BluePerformance_Edition_Lifestyle;Diesel;4.7;184;1995;200 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1495;1940;445;Stufenheck;4;5;7.5 ;235;125;61.0 
BMW_320d_BluePerformance_Edition_Exclusive;Diesel;4.7;184;1995;200 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1495;1940;445;Stufenheck;4;5;7.5 ;235;125;61.0 
BMW_320d_BluePerformance_Edition_Sport;Diesel;4.7;184;1995;200 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1900;4531;1817;1421;460;1495;1940;445;Stufenheck;4;5;7.5 ;235;125;61.0 
BMW_325d_;Diesel;5.7;197;2993;351 Euro;C;Diesel;145;197;400;6;6;4;2993;4000;1300;4531;1817;1421;460;1600;2045;445;Stufenheck;4;5;7.4 ;235;153;61.0 
BMW_325d_Automatic;Diesel;6.2;197;2993;373 Euro;D;Diesel;145;197;400;6;6;4;2993;4000;1300;4531;1817;1421;460;1610;2055;445;Stufenheck;4;5;7.6 ;233;164;61.0 
BMW_325d_Edition_Lifestyle;Diesel;5.7;204;2993;347 Euro;C;Diesel;150;204;430;6;6;4;2993;3750;1750;4531;1817;1421;460;1600;2045;445;Stufenheck;4;5;7.0 ;242;151;61.0 
BMW_325d_Edition_Lifestyle_Automatic;Diesel;6.1;204;2993;365 Euro;C;Diesel;150;204;430;6;6;4;2993;3750;1750;4531;1817;1421;460;1610;2060;450;Stufenheck;4;5;7.2 ;240;160;61.0 
BMW_325d_Edition_Exclusive;Diesel;5.7;204;2993;347 Euro;C;Diesel;150;204;430;6;6;4;2993;3750;1750;4531;1817;1421;460;1600;2045;445;Stufenheck;4;5;7.0 ;242;151;61.0 
BMW_325d_Edition_Exclusive_Automatic;Diesel;6.1;204;2993;365 Euro;C;Diesel;150;204;430;6;6;4;2993;3750;1750;4531;1817;1421;460;1610;2060;450;Stufenheck;4;5;7.2 ;240;160;61.0 
BMW_325d_Edition_Sport;Diesel;5.7;204;2993;347 Euro;C;Diesel;150;204;430;6;6;4;2993;3750;1750;4531;1817;1421;460;1600;2045;445;Stufenheck;4;5;7.0 ;242;151;61.0 
BMW_325d_Edition_Sport_Automatic;Diesel;6.1;204;2993;365 Euro;C;Diesel;150;204;430;6;6;4;2993;3750;1750;4531;1817;1421;460;1610;2060;450;Stufenheck;4;5;7.2 ;240;160;61.0 
BMW_330d_xDrive;Diesel;6.5;245;2993;387 Euro;C;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1710;2155;445;Stufenheck;4;5;5.9 ;247;171;61.0 
BMW_330d_xDrive_Automatic;Diesel;6.8;245;2993;401 Euro;D;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1725;2170;445;Stufenheck;4;5;6.0 ;247;178;61.0 
BMW_330d_Edition_Lifestyle_xDrive;Diesel;6.5;245;2993;387 Euro;C;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1710;2155;445;Stufenheck;4;5;5.9 ;247;171;61.0 
BMW_330d_Edition_Lifestyle_xDrive_Automatic;Diesel;6.8;245;2993;401 Euro;D;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1725;2170;445;Stufenheck;4;5;6.0 ;247;178;61.0 
BMW_330d_Edition_Exclusive_xDrive;Diesel;6.5;245;2993;387 Euro;C;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1710;2155;445;Stufenheck;4;5;5.9 ;247;171;61.0 
BMW_330d_Edition_Exclusive_xDrive_Automatic;Diesel;6.8;245;2993;401 Euro;D;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1725;2170;445;Stufenheck;4;5;6.0 ;247;178;61.0 
BMW_330d_Edition_Sport_xDrive;Diesel;6.5;245;2993;387 Euro;C;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1710;2155;445;Stufenheck;4;5;5.9 ;247;171;61.0 
BMW_330d_Edition_Sport_xDrive_Automatic;Diesel;6.8;245;2993;401 Euro;D;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1725;2170;445;Stufenheck;4;5;6.0 ;247;178;61.0 
BMW_330d_BluePerformance_;Diesel;5.7;245;2993;349 Euro;C;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1610;2055;445;Stufenheck;4;5;6.1 ;250;152;61.0 
BMW_330d_BluePerformance_Edition_Lifestyle;Diesel;5.7;245;2993;349 Euro;C;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1610;2055;445;Stufenheck;4;5;6.1 ;250;152;61.0 
BMW_330d_BluePerformance_Edition_Exclusive;Diesel;5.7;245;2993;349 Euro;C;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1610;2055;445;Stufenheck;4;5;6.1 ;250;152;61.0 
BMW_330d_BluePerformance_Edition_Sport;Diesel;5.7;245;2993;349 Euro;C;Diesel;180;245;520;6;6;4;2993;4000;1750;4531;1817;1421;460;1610;2055;445;Stufenheck;4;5;6.1 ;250;152;61.0 
BMW_335d_Automatic;Diesel;6.7;286;2993;399 Euro;D;Diesel;210;286;580;6;6;4;2993;4400;1750;4531;1817;1421;450;1625;2100;475;Stufenheck;4;5;6.0 ;250;177;61.0 
BMW_335d_Edition_Lifestyle_Automatic;Diesel;6.6;286;2993;393 Euro;D;Diesel;210;286;580;6;6;4;2993;4400;1750;4531;1817;1421;450;1655;2100;445;Stufenheck;4;5;6.0 ;250;174;61.0 
BMW_335d_Edition_Exclusive_Automatic;Diesel;6.6;286;2993;393 Euro;D;Diesel;210;286;580;6;6;4;2993;4400;1750;4531;1817;1421;450;1655;2100;445;Stufenheck;4;5;6.0 ;250;174;61.0 
BMW_335d_Edition_Sport_Automatic;Diesel;6.6;286;2993;393 Euro;D;Diesel;210;286;580;6;6;4;2993;4400;1750;4531;1817;1421;450;1655;2100;445;Stufenheck;4;5;6.0 ;250;174;61.0 
BMW_M3_CRT_M_DKG;Super Plus;12.7;450;4361;438 Euro;G;Otto;331;450;440;7;8;4;4361;8300;3750;4614;1817;1416;450;1655;1970;315;Stufenheck;4;4;4.4 ;290;295;63.0 
BMW_M3_M_DKG;Super Plus;11.9;420;3999;410 Euro;G;Otto;309;420;400;7;8;4;3999;8300;3900;4580;1817;1447;450;1700;2150;450;Stufenheck;4;5;4.7 ;250;285;63.0 
BMW_325i_Touring_xDrive;Super Plus;8.0;218;2996;206 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4527;1817;1418;460;1715;2180;465;Kombi;5;5;7.7 ;242;193;63.0 
BMW_325i_Touring_xDrive_Automatic;Super Plus;8.0;218;2996;202 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4527;1817;1418;460;1735;2200;465;Kombi;5;5;8.1 ;240;191;63.0 
BMW_325i_Touring_Edition_Lifestyle_xDrive;Super Plus;8.2;218;2996;220 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4527;1817;1418;460;1715;2180;465;Kombi;5;5;7.7 ;242;190;63.0 
BMW_325i_Touring_Edition_Lifestyle_xDrive_Automatic;Super Plus;8.3;218;2996;228 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4527;1817;1418;460;1735;2200;465;Kombi;5;5;8.1 ;240;194;63.0 
BMW_325i_Touring_Edition_Exclusive_xDrive;Super Plus;8.2;218;2996;220 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4527;1817;1418;460;1715;2180;465;Kombi;5;5;7.7 ;242;190;63.0 
BMW_325i_Touring_Edition_Exclusive_xDrive_Automatic;Super Plus;8.3;218;2996;228 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4527;1817;1418;460;1735;2200;465;Kombi;5;5;8.1 ;240;194;63.0 
BMW_325i_Touring_Edition_Sport_xDrive;Super Plus;8.2;218;2996;220 Euro;E;Otto;160;218;270;6;6;4;2996;6100;2400;4527;1817;1418;460;1715;2180;465;Kombi;5;5;7.7 ;242;190;63.0 
